cpa,prob_f0,prob_f1,prob_f2,prob_f3,prob_f4
7.9,0.15392354124748492,0.3568913480885312,0.4844064386317907,2.5150905432595576e-4,0.004527162977867203
8,0.15252472670484124,0.34096824570536177,0.4973971889640812,5.205622071837585e-4,0.008589276418532014
8.1,0.13602941176470587,0.3390231092436975,0.5181197478991597,0,0.006827731092436975
8.2,0.13295577130528588,0.33360302049622437,0.5226537216828478,2.6968716289104636e-4,0.010517799352750809
8.3,0.1307390817469205,0.3250279955207167,0.530515117581187,0.0011198208286674132,0.012597984322508398
8.4,0.1177136389360498,0.3296547821165818,0.541312959818902,0.0014148273910582908,0.009903791737408036
8.5,0.11764705882352941,0.3169267707082833,0.5492196878751501,0.001800720288115246,0.014405762304921969
8.6,0.11677934849416104,0.2999385371850031,0.5669944683466502,0.0027658266748617085,0.013521819299323909
8.7,0.1134466769706337,0.2884080370942813,0.5777434312210201,0.005873261205564142,0.014528593508500772
8.8,0.11719987329743427,0.29299968324358566,0.5736458663287931,0.003484320557491289,0.012670256572695597
8.9,0.0982112723590955,0.300371245359433,0.5811677354033075,0.0030374620317246033,0.01721228484643942
9,0.10086264100862641,0.2803583278035833,0.5885865958858659,0.0072992700729927005,0.02289316522893165
9.1,0.09850640113798008,0.27880512091038406,0.5917496443812233,0.00604551920341394,0.024893314366998577
9.2,0.10114367405289493,0.2573266619013581,0.6093638313080773,0.009292351679771264,0.0228734810578985
9.3,0.09438775510204081,0.26712827988338195,0.6024052478134111,0.010932944606413994,0.025145772594752185
9.4,0.08786936236391912,0.24883359253499224,0.6236391912908242,0.012830482115085537,0.026827371695178848
9.5,0.09637594583831142,0.2429311031461569,0.6129032258064516,0.014336917562724014,0.03345280764635603
9.6,0.08958938199917046,0.22521775197013688,0.6329323931978432,0.01493156366652841,0.03732890916632103
9.7,0.08240819812126388,0.24893253629376602,0.6127241673783091,0.017933390264730998,0.038001707941929974
9.8,0.08015943312666077,0.22984942426926483,0.6271036315323295,0.018600531443755536,0.04428697962798937
9.9,0.07898320472083523,0.2106218792555606,0.6295960054471176,0.02814344076259646,0.05265546981389015
10,0.07681365576102418,0.23138928402086298,0.6064485538169748,0.03508771929824561,0.05026078710289237
10.1,0.07544378698224852,0.20118343195266272,0.6395463510848126,0.033037475345167655,0.050788954635108484
10.2,0.06884242733299337,0.21213666496685366,0.606323304436512,0.04487506374298827,0.06782253952065273
10.3,0.06037151702786378,0.19298245614035087,0.6150670794633643,0.06191950464396285,0.0696594427244582
10.4,0.06152185644900162,0.20021586616297896,0.6028062601187264,0.06260118726389638,0.07285483000539665
10.5,0.06373056994818653,0.18290155440414507,0.6005181347150259,0.07927461139896373,0.07357512953367876
10.6,0.06305803571428571,0.18694196428571427,0.5848214285714286,0.08258928571428571,0.08258928571428571
10.7,0.06160867084997148,0.1842555618938962,0.587564175698802,0.09355390758699372,0.07301768397033656
10.8,0.05410334346504559,0.18115501519756838,0.5537993920972645,0.11610942249240122,0.09483282674772037
10.9,0.055965559655596554,0.14206642066420663,0.5645756457564576,0.11746617466174662,0.11992619926199262
11,0.04656862745098039,0.15012254901960784,0.5784313725490197,0.12316176470588236,0.1017156862745098
11.1,0.05475141598489616,0.1485210824417873,0.5380742605412209,0.16236626809314034,0.09628697293895531
11.2,0.046,0.13066666666666665,0.5626666666666666,0.156,0.10466666666666667
11.3,0.052698412698412696,0.1365079365079365,0.4882539682539683,0.18603174603174602,0.1365079365079365
11.4,0.03951774949765573,0.11855324849296718,0.4916275954454119,0.20763563295378432,0.14266577361018085
11.5,0.03682170542635659,0.1227390180878553,0.4664082687338501,0.23126614987080105,0.14276485788113696
11.6,0.03596214511041009,0.1110410094637224,0.4529968454258675,0.23785488958990536,0.16214511041009463
11.7,0.03750837240455459,0.08573342263898191,0.4407233757535164,0.2665773610180844,0.16945746818486268
11.8,0.037786774628879895,0.10998650472334683,0.4136302294197031,0.26720647773279355,0.17139001349527666
11.9,0.03266666666666666,0.09866666666666667,0.408,0.27,0.19066666666666668
12,0.024407252440725245,0.08647140864714087,0.39609483960948394,0.3068340306834031,0.18619246861924685
12.1,0.03127079174983367,0.07584830339321358,0.3526280771789754,0.34331337325349304,0.19693945442448438
12.2,0.0203527815468114,0.07191316146540028,0.33242876526458615,0.3710990502035278,0.20420624151967434
12.3,0.02166317260656883,0.05520614954577219,0.3109713487071978,0.3801537386443047,0.23200559049615654
12.4,0.013689700130378096,0.05541069100391134,0.29595827900912647,0.3983050847457627,0.23663624511082137
12.5,0.023458445040214475,0.06233243967828418,0.27010723860589814,0.41152815013404825,0.23257372654155495
12.6,0.01455989410986102,0.062210456651224356,0.26207809397749837,0.42753143613500993,0.23362011912640634
12.7,0.012250161186331399,0.05351386202450032,0.23339780786589298,0.44616376531270147,0.2546744036105738
12.8,0.01525320317266626,0.04087858450274558,0.22574740695546064,0.47895057962172055,0.23917022574740696
12.9,0.011349306431273645,0.03972257250945776,0.20870113493064313,0.4911727616645649,0.24905422446406053
13,0.013043478260869565,0.02422360248447205,0.2093167701863354,0.49006211180124226,0.26335403726708073
13.1,0.014414414414414415,0.03123123123123123,0.196996996996997,0.5009009009009009,0.2564564564564565
13.2,0.007874015748031496,0.04058146577831617,0.1732283464566929,0.5015142337976983,0.2768019382192611
13.3,0.011078717201166181,0.03323615160349854,0.16793002915451896,0.5247813411078717,0.2629737609329446
13.4,0.006956521739130435,0.03130434782608696,0.15304347826086956,0.5257971014492754,0.28289855072463765
13.5,0.009928295642581356,0.023717595146166576,0.14782129067843353,0.5344732487589631,0.2840595697738555
13.6,0.007977207977207978,0.02507122507122507,0.12877492877492877,0.558974358974359,0.2792022792022792
13.7,0.0074285714285714285,0.022857142857142857,0.11028571428571429,0.5588571428571428,0.30057142857142854
13.8,0.0074866310160427805,0.01871657754010695,0.1160427807486631,0.5668449197860963,0.2909090909090909
13.9,0.006951871657754011,0.017112299465240642,0.09197860962566845,0.567379679144385,0.3165775401069519
14,0.007042253521126761,0.017876489707475622,0.09263271939328277,0.580715059588299,0.3017334777898158
14.1,0.003134796238244514,0.017241379310344827,0.08411703239289446,0.6044932079414838,0.2910135841170324
14.2,0.005254860746190226,0.016815554387808723,0.07619548081975827,0.5969521807672097,0.3047819232790331
14.3,0.005022601707684581,0.012054244098442994,0.0718232044198895,0.6062280261175289,0.30487192365645405
14.4,0.0046415678184631255,0.01444043321299639,0.06446621970087674,0.5869004641567819,0.32955131511088187
14.5,0.0030120481927710845,0.00853413654618474,0.06726907630522089,0.5958835341365462,0.3253012048192771
14.6,0.0024260067928190197,0.009218825812712276,0.051916545366327026,0.5885492479378942,0.34788937409024745
14.7,0.003376748673420164,0.007718282682103232,0.05065123010130246,0.6068499758803666,0.3314037626628075
14.8,0.002831524303916942,0.009438414346389807,0.04813591316658802,0.612081170363379,0.32751297781972627
14.9,0.0028222013170272815,0.007525870178739417,0.044684854186265284,0.5898400752587017,0.3551269990592662
15,0.0019002375296912114,0.006175771971496437,0.04180522565320665,0.6199524940617577,0.33016627078384797
15.1,0.0023629489603024575,0.006616257088846881,0.035916824196597356,0.611531190926276,0.3435727788279773
15.2,0.0023386342376052385,0.007483629560336763,0.03835360149672591,0.6000935453695042,0.3517305893358279
15.3,0.0023180343069077423,0.007417709782104775,0.03523412146499768,0.5897079276773296,0.3653222067686602
15.4,0.0013380909901873326,0.005798394290811775,0.0383586083853702,0.5847457627118644,0.36975914362176626
15.5,4.4802867383512545e-4,0.004032258064516129,0.03046594982078853,0.5981182795698925,0.36693548387096775
15.6,0.0021891418563922942,0.004816112084063047,0.02933450087565674,0.6103327495621717,0.3533274956217163
15.7,0.0018814675446848542,0.0037629350893697085,0.025870178739416744,0.5921919096895578,0.37629350893697083
15.8,0.001284796573875803,0.0029978586723768737,0.019700214132762312,0.6038543897216274,0.3721627408993576
15.9,0.0026845637583892616,0.0017897091722595079,0.029082774049217,0.5861297539149888,0.38031319910514544
16,4.492362982929021e-4,0.0026954177897574125,0.018418688230008983,0.5970350404312669,0.38140161725067384
16.1,0.0017597888253409592,0.002199736031676199,0.014518257809062912,0.5626924769027717,0.4188297404311483
16.2,8.680555555555555e-4,0.005208333333333333,0.018663194444444444,0.5633680555555556,0.4118923611111111
16.3,0.0013163668275559457,8.775778850372971e-4,0.016235190873189996,0.5813953488372093,0.4001755155770075
16.4,0.0012728044123886295,0.002545608824777259,0.014000848536274925,0.553245651251591,0.4289350869749682
16.5,9.017132551848512e-4,0.001352569882777277,0.010820559062218215,0.5743913435527502,0.4125338142470694
16.6,8.833922261484099e-4,0.001325088339222615,0.011925795053003533,0.5574204946996466,0.4284452296819788
16.7,0,0.0022593764121102574,0.012200632625395391,0.5643922277451423,0.42114776321735203
16.8,0,0.0022603978300180833,0.010397830018083183,0.5556057866184448,0.4317359855334539
16.9,0,0,0.012692656391659111,0.5548504079782411,0.43245693563009974
17,0.0013774104683195593,9.182736455463728e-4,0.013774104683195593,0.55188246097337,0.43204775022956843
17.1,4.508566275924256e-4,4.508566275924256e-4,0.010369702434625788,0.542380522993688,0.44634806131650134
17.2,0.0013698630136986301,9.132420091324201e-4,0.005479452054794521,0.5315068493150685,0.46073059360730595
17.3,9.42507068803016e-4,0.001413760603204524,0.006126295947219604,0.5334590009425071,0.4580584354382658
